ID,YN1,YN2,YN3,AN1,AN2,AN3,SN2.1,SN2.2,SN2.3,YR1,YR2,YR3,AR1,AR2,AR3,SR1,SR2,SR3,YCK1,YCK2,YCK3,ACK1,ACK2,ACK3,SCK2.1,SCK2.2,SCK2.3,
Planosporangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257599,0,0,0,0,0,
Plot4-2H12,0,0,0,0,0,0,0,0.000258766,0,0,0,0.00127486,0.001975727,0.001438435,0.004073808,0.000996016,0.000821018,0,0,0,0,0,0.001785077,0,0,0,0,
PMMR1,0,0,0,0,0,0,0,0,0,0.000416609,0.00012604,0.000127486,0.000141123,0,0,0,0,0.000228467,0.002728732,0.000155015,0.007057076,0.003477589,0.003927169,0.010467668,0.001919846,0.003831759,0.001263082,
Polaromonas,0.000186904,0.001195194,0,0,0.001160616,0.002427344,0,0,0,0,0,0,0,0,0,0.00062251,0.000957854,0,0,0,0,0,0,0,0,0,0,
Polycyclovorans,0,0,0,0,0,0,0,0,0,0,0.000504159,0.001147374,0.00084674,0.000719217,0,0,0.000273673,0.000456934,0,0,0,0,0,0,0,0,0,
Polymorphobacter,0,0,0,0,0,0,0,0,0,0.000972087,0.001386438,0.000892402,0,0,0,0,0,0,0.000963082,0,0.000123808,0,0,0,0,0,0,
Pontibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160514,0.00558053,0.003961867,0.0001288,0,0.004474084,0.000959923,0.00258421,9.02201E-05,
Porphyrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571167,0,0,0,0,0,0,0,0,0,
Porphyromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018044,
possible genus 04,0,0,0,0,0,0,0,0,0,0,0,0.000254972,0,0,0,0,0,0,0,0.000775074,0,0,0,0,0,0,0,
Prevotella,0,0.000880669,0,0,0,0,0.000997009,0,0,0,0.000630199,0,0.00084674,0,0.000599089,0,0,0,0,0.001240118,0,0.004636785,0,0,0.00199984,0.003297095,0.006225189,
Prevotellaceae Ga6A1 group,0,0,0,0,0,0,0.000543823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91107E-05,0,
Prevotellaceae NK3B31 group,0,0,0,0,0,0,0.004803771,0,0,0,0,0,0.000141123,0,0,0,0,0,0,0.001085103,0.000123808,0,0,0,0,0,0,
Prevotellaceae UCG-001,0,0,0,0.000130762,0,0,0.016314692,0.000258766,0.000127057,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178221,0.000451101,
Prevotellaceae UCG-003,0,0,0,0,0,0,0.000453186,0,0,0,0,0,0.00042337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Procabacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123808,0,0,0,0,0,0,
Promicromonospora,0,0.001887149,0,0.000130762,0.001225095,0.000393623,0,0,0,0.000972087,0.00025208,0.001147374,0.00338696,0.002445339,0.002156722,0.001369522,0.001642036,0.001713502,0.000160514,0.000310029,0.000495233,0.001931994,0.000357015,0.000844167,0.000639949,0.001693103,0,
Propioniciclava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000590917,0,0,0,
Prosthecobacter,0,0,0,0,0,0,0,0,0,0,0.00012604,0.000382458,0,0,0.000718907,0.000249004,0,0,0.002889246,0,0,0,0,0,0.000239981,0,0,
Prosthecomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Proteiniclasticum,0,0,0,0,0,0,0,0,0,0.000277739,0,0.000254972,0,0,0,0,0,0,0.000321027,0,0,0,0,8.44167E-05,0,0,0,
Proteocatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001839853,0,0,
Proteus,0,0,0,0,0,0,0,0,0,0,0.000504159,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99936E-05,0,0,
Providencia,0,0,0,6.53808E-05,0,0.000131208,0.003625487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pseudacidovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pseudahrensia,0,0,0,0,0,0,0.00063446,0,6.35284E-05,0,0.000504159,0.000509944,0,0,0,0,0,0.001370802,0.000160514,0,0,0,0,0,0,0,0,
Pseudaminobacter,0,0,0,0,0,0.000393623,0,0,0.000190585,0.001527566,0.005419713,0.005354411,0.003104714,0.005178366,0.001198179,0,0.0015052,0.00228467,0.003049759,0,0,0.001545595,0.000714031,0,0,0,0,
Pseudarcobacter,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0.000160514,0,0,0,0,0,0.000239981,0,0,
Pseudarthrobacter,0,0,0,0,0.000451351,0.001836909,0,0,0,0.014859047,0.011469624,0.021417644,0.028365792,0.018268124,0.019650132,0.019297809,0.008347017,0.006282842,0.020064205,0.014261355,0.059675622,0.033745492,0.030346305,0.040013507,0.008719302,0.019247906,0.003608805,
Pseudenhygromyxa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802568,0,0,0,0,0,0,0,0,
Pseudoalteromonas,0,0,0,0,0,0,0.000362549,0.00045284,0,0,0,0,0,0,0,0,0,0.001028101,0,0,0,0,0,0,0,0,0,
Pseudoclavibacter,0,0,0,0,0,0,0,0,0,0,0.00025208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pseudoduganella,0,0,0,0,6.44787E-05,0,0,0,0,0.000277739,0.001260398,0.000509944,0,0.000575374,0,0.000373506,0.000547345,0.000456934,0,0,0,0,0,0,0,0,0,
Pseudoflavitalea,0,0,0,0,0,0,0,0,0,0,0,0,0.000141123,0.000287687,0,0,0.001094691,0,0,0,0,0,0,0,0,0,0,
Pseudoflavonifractor,0,0,0.000812805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114233,0,0,0,0,0,0,0,0,0,
Pseudofulvimonas,0,0.001635529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44167E-05,0,0,0,
Pseudogracilibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pseudogulbenkiania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99936E-05,0.000891107,0.000721761,
Pseudolabrys,0,0,0,0,0,0,0,0,0,0.001249826,0.000504159,0.00127486,0.00084674,0.000863061,0.000718907,0.001618526,0.000821018,0.000913868,0.002407705,0,0,0.001287996,0,0,0.001919846,0.001960435,0.002706604,
Pseudomonas,0,0,0,0.001242236,0.006705784,0.064423014,0.002991027,0.005757537,0.001969379,0,0.000378119,0.00063743,0,0,0.000359454,0.077938247,0.035987958,0.055174777,0.000802568,0.000930088,0.000247617,0.000386399,0,8.44167E-05,0.008239341,0.058278382,0.058372429,
Pseudonocardia,0.004049592,0.001950053,0.007940478,0.000261523,0.002837062,0.001508889,0.001812744,0.015137793,0.003621117,0.003749479,0.002646836,0.001657318,0.008608524,0.003596087,0.005152169,0.005727092,0.002873563,0.004112406,0.001123596,0.006200589,0.007180884,0.02189593,0.007318815,0.02009117,0,0,0,
Pseudorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
Pseudorhodobacter,0,0,0,0,0,0,0,0,0,0.000416609,0.000882279,0.003952065,0,0,0,0,0,0,0.001123596,0,0.000247617,0,0,0,0,0,0,
Pseudorhodoferax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pseudorhodoplanes,0,0.001069384,0,0,0,0.001312078,0.00063446,0,0,0.005415914,0.011847744,0.008414074,0.002257973,0.005178366,0.002635993,0.002365538,0.005747126,0.004226639,0.004173355,0,0,0,0.000178508,0,0.001199904,0.00133666,0.001443522,
Pseudosphingobacterium,0,0,0,0,0.000128957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pseudoxanthomonas,0,0.000188715,0.000437664,0,0,0.000328019,0,0.00045284,0,0.000416609,0.000378119,0.002039776,0.000141123,0.00043153,0.00227654,0.000996016,0.004241927,0.001028101,0,0,0,0,0,0,0.000319974,0.000356443,0.000721761,
Psychrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685401,0,0,0,0,0,0,0,0,0.000451101,
Psychroglaciecola,0,0,0,0,6.44787E-05,0,0,0,0,0.002777392,0.000756239,0.001657318,0.00169348,0.001582278,0.001557632,0.002365538,0.000410509,0.00262737,0.004815409,0.002480236,0.006314226,0.001674395,0.002142092,0.008188418,0.001279898,0.001693103,0.001082642,
Puia,0,0.00025162,0,0,0,0.000328019,0,0,0,0.008332176,0.001260398,0.004971953,0.008608524,0.004602992,0.003594536,0.002988048,0.000821018,0.002513137,0.003691814,0.000620059,0,0,0.004105677,8.44167E-05,0,0,0,
Pygmaiobacter,0,0,0,0,0,0,0,0,0.000190585,0,0,0,0,0,0,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
Pyramidobacter,0,0,0,0,0.000128957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Qipengyuania,0,0,0,0,0,0,0,0,0,0,0.000378119,0.000509944,0.000282247,0,0,0,0,0,0,0.001550147,0,0,0,0,0,0,0,
Quadrisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178221,0,
Quatrionicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025325,0,0,0,
Quinella,0,0,0,0,0,0,0,0,0,0,0,0,0.002399097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ralstonia,0,0,0,0,0,0,0.000453186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001288,0,0,0.010159187,0.062199251,0.047185132,
Ramlibacter,0,0,0,0,0,0,0,0,0,0.001388696,0.003150996,0.002294748,0.00169348,0.00287687,0.002875629,0.001743028,0.002463054,0.004455106,0.004654896,0.009455898,0.004580909,0.00953117,0.007497322,0.008441668,0.005839533,0.007128854,0.010014435,
Raoultella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712885,0.000992422,
RB41,0,0,0,0,0.001418531,0.004329856,0.000181274,0,0,0.193584224,0.133602218,0.091152473,0.153259949,0.106156502,0.068775461,0.164716135,0.103858785,0.035526616,0.108025682,0.004030383,0,0.002833591,0.110496251,0.002026,0,0,0,
Reyranella,0,0.000314525,0,0,0,0.000328019,0,0,0,0.008887654,0.006932191,0.006501785,0.00719729,0.005178366,0.003354901,0.003859562,0.002599891,0.003769705,0.002568218,0.000465044,0,0.000643998,0,0,0,0,9.02201E-05,
Rhizobacter,0.000373808,0.001887149,0,0,0,0,0,0.001099754,0,0.000694348,0.000630199,0.000254972,0.00084674,0,0.001437815,0.000747012,0.000136836,0,0.000802568,0,0,0,0,0,0,8.91107E-05,0,
Rhizocola,0,0,0,0,0,0,0,0,0,0.000833218,0,0.000127486,0.000141123,0.001006904,0,0.000249004,0,0.000114233,0.000160514,0,0,0,0,0,0,0,0,
Rhizorhapis,0,0,0,0,0,0,0,0,0,0.000972087,0.001890597,0.000764916,0,0,0,0,0,0,0.001284109,0,0.00074285,0,0,0,0,0,0,
Rhodobacter,0,0,0,0,0,0,0,0,0,0,0.00025208,0.00127486,0,0,0,0,0,0,0.000481541,0,0.000123808,0,0,0,0.000159987,0.000178221,0.000451101,
Rhodobaculum,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rhodococcus,0,0,0,0,0,0,0,0,0,0.001388696,0,0,0.000282247,0,0.000479272,0.000996016,0.000136836,0.000456934,0,0,0.000123808,0,0,0,0,0.000267332,0,
Rhodocytophaga,0,0,0,0,0,0,0,0,0,0,0.00025208,0.000127486,0,0,0,0,0,0,0.006260032,0.003410324,0.01943791,0.007470376,0.002856123,0.004052001,0.006479482,0.008109071,0.016329845,
Rhodoferax,0,0,0,0,0,0,0,0,0,0.001249826,0.000756239,0.003059663,0,0,0,0,0,0,0.001123596,0,0,0,0,0,0.000159987,0,0,
Rhodoligotrophos,0,0,0,0,0,0,0,0,0,0.000277739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rhodomicrobium,0.000249206,0.00025162,0.000812805,0,0,0,0,0.001746668,0,0.001388696,0.001134358,0.000509944,0.001552357,0,0.000599089,0.001494024,0.000957854,0.000685401,0.000160514,0,0,0,0,0,0,0,0,
Rhodopila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rhodopirellula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155015,0,0,0,0,0,0,0,
Rhodoplanes,0,0,0.001750656,0,0.000128957,0,0,0.000517531,0,0.005832523,0.004537434,0.009943906,0.006209427,0.008342923,0.011502516,0.005727092,0.006841817,0.004797807,0.00529695,0.000775074,0.000123808,0.000901597,0.003213138,0.001435084,7.99936E-05,0,0,
Rhodopseudomonas,0,0,0.000125047,0,0,0,0,0,0,0,0,0.000382458,0,0,0,0,0.000821018,0,0.001123596,0,0,0,0,0,0,0,0,
Rhodovarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123808,0,0,0,0,0.000356443,0,
Rhodovastum,0,0,0,0,0,0,0,0,0,0,0.00012604,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356443,0.00018044,
Rickettsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91107E-05,0,
Rikenella,0,0.000943574,0.000937852,0.000196143,0,0,0,0,0,0,0,0,0,0,0,0.000124502,0,0.000799634,0,0,0,0,0,0,0,0,0.000631541,
Rikenellaceae RC9 gut group,0,0,0,0.000523047,0,0,0.007613523,0.000711606,0.001207039,0,0.000378119,0,0,0,0,0.000498008,0,0,0,0,0,0,0,0,0,0,0.001443522,
Robiginitomaculum,0,0,0,0,0,0,0,0,0.000317642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Robinsoniella,0,0,0,0,0,0.000459227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rodentibacter,0,0,0,0,0,0,0.000815735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Romboutsia,0,0,0,0,0.000838223,0.001836909,0.000725097,0.000776297,0.000254113,0.001527566,0.013990421,0.001147374,0.00211685,0.000719217,0.008986341,0.00373506,0.004378763,0,0.000802568,0,0.000495233,0.000772798,0.006783292,0.000928583,0.007359411,0.001425771,0.001804403,
Roseateles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114233,0,0,0,0,0,0,0,0,0,
Roseburia,0,0,0,0.001503759,0,0,0.002991027,0.004399017,0.002414078,0,0.001260398,0,0.000141123,0,0.001078361,0.000498008,0.001915709,0,0,0,0,0,0,0.00025325,0.005199584,0.000623775,0.001353302,
Roseimicrobium,0,0.00037743,0,0,0,0,0,0.000582223,0,0.00013887,0.000504159,0.001019888,0.000705617,0.001006904,0.001198179,0.000498008,0.001231527,0,0.000321027,0,0,0,0.00535523,0,0,0,0,
Roseisolibacter,0,0,0,0,0,0,0,0,0,0.004027218,0,0,0.00677392,0.001726122,0.004073808,0.004108566,0.001094691,0.001485035,0.001284109,0.000310029,0.001609508,0.000386399,0.000535523,0.001603917,0,0,0,
Roseobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001827736,0,0,0,0,0,0,0,0,0,
Roseobacter clade NAC11-7 lineage,0,0,0,0,0,0,0.000271912,0.000388149,6.35284E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Roseomonas,0,0,6.25234E-05,0,0,0,0,0,0,0.000416609,0.001008319,0.000382458,0,0,0.000958543,0,0.000684182,0.000571167,0.000642055,0.000465044,0.000247617,0.000257599,0,0.000675333,0.000719942,0.001425771,0.000631541,
Roseovarius,0,0,0,0,0,0,0.000725097,0.000582223,0.000444699,0,0,0,0,0,0,0,0,0.000114233,0,0,0,0,0,0,0,0,0,
Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456934,0,0,0,0.000257599,0.001428061,0,0,0.000178221,0,
Rubellimicrobium,0,0,0,0,0,0,0,0,0,0,0.000630199,0.000254972,0,0,0,0,0,0.002513137,0.002407705,0.00263525,0.014609385,0.002060793,0.001785077,0.016545669,0.003759699,0.008643736,0.000811981,
Rubritepida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114233,0,0,0.001980934,0,0,0.000928583,0,0,0,
Rubrivivax,0,0,0,0,0,0,0,0,0,0.000555478,0.001260398,0.003314635,0.003245837,0.001582278,0,0.000996016,0.000410509,0.001713502,0.000481541,0,0,0,0,0.0005065,0,0,0,
Rubrobacter,0,0,0,0,0.000257915,0.001443285,0,0,0,0.05221497,0.005923872,0.004079551,0.011572114,0.009493671,0.005032351,0.019546813,0.007525999,0.010395248,0.030497592,0.057820493,0.031818745,0.097630088,0.022134952,0.012662502,0.003599712,0.005346641,0.003518585,
Rufibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015195,7.99936E-05,0,0,
Ruminobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44167E-05,0,0,0,
Ruminococcus,0,0,0,0.001830664,0.001160616,0,0.008610532,0.006986674,0.002668191,0.012220525,0.002016637,0.003442121,0.006209427,0.000575374,0.000958543,0.001494024,0.001915709,0.000799634,0.005136437,0.028832739,0.01869506,0.0001288,0.001963584,0.000590917,0.004719622,0.001158439,0.002165283,
Runella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Saccharopolyspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136836,0,0,0,0,0,0,0.000168833,0.000159987,0,0,
Saccharothrix,0.000498411,0,0,0,0,0,0,0,0,0.001249826,0,0,0,0.001438435,0,0,0,0,0,0.000465044,0.000247617,0.007856775,0.002499107,0.001435084,0.000399968,0,0,
Salinibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963082,0,0,0,0,0,0,0,0,
Salinispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495233,0,0.000357015,0,0,0,0,
Salipaludibacillus,0,0,0,0,0,0,0,0,0,0.000416609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559955,0.000445553,0.000811981,
Salmonella,0,0,0,0,0,0,0,0.003687411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sandaracinus,0,0,0,0,6.44787E-05,0,0,0,0,0,0,0,0,0,0.000599089,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
Sarcina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575374,0,0,0,0,0,0.000775074,0.00074285,0,0,0,0,0,0.00027066,
SCGC-AB-539-J10,0,0,0,0,0,0,0,0,0,0.004860436,0.004033275,0.005609383,0,0,0,0,0,0,0.006741573,0,0,0,0,0,0,0,0,
Schlegelella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44167E-05,0,0,0,
Schlesneria,0,0,0,0,0,0,0,0,0,0.00013887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scytonema UTEX 2349,0,0,0,0,0,0,0,0,0,0.00013887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001599872,0.003386206,0.003879466,
Sediminibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEEP-SRB1,0,0,0,0,0,0,0,0,0,0,0,0.000254972,0,0,0,0,0,0,0.000160514,0,0,0,0,0,0,0,0,
Segetibacter,0,0,0,0,0,0,0,0,0,0.001110957,0.00025208,0.000254972,0,0,0,0,0.000136836,0.000114233,0.045585875,0.001085103,0.087161075,0.001545595,0.00767583,0.013169002,0.019758419,0.027624309,0.023547456,
Sellimonas,0,0,0,0,0,0,0,0,0.000254113,0,0.00012604,0,0,0,0.000359454,0,0,0.002970071,0,0,0,0,0,0,0.000479962,0,0,
Seohaeicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44167E-05,0,0,0,
Serinicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571167,0,0,0,0,0,0,0,0,0,
Serratia,0,0,0,0,0,0.000196812,0,0,0,0,0,0,0,0,0,0,0,0.000799634,0,0,0,0,0,0,0,0,0,
SH-PL14,0,0,0,0,0,0,0,0,0,0.000277739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SH3-11,0,0,0,0,0,0,0,0,0,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sh765B-TzT-35,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91107E-05,0,
Shewanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
Shimazuella,0,0,0,0,0,0,0,0,0,0,0,0,0.000141123,0,0,0,0,0,0,0,0,0,0,0,7.99936E-05,0,0.00027066,
Shinella,0.003426578,0.011197081,0.004376641,0,0,0,0,0.003558028,0,0.001249826,0,0.00127486,0,0.001006904,0,0.00124502,0.000684182,0.000456934,0.001926164,0.000775074,0.000247617,0,0,0,0.000479962,0.00133666,0.000541321,
Shuttleworthia,0,0,0,0,0,0,0.000725097,0.001229137,0.000127057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018044,
Siccibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498008,0,0,0,0,0,0,0,0,0,0,0,
Silicimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Simplicispira,0,0,0,0,0,0,0,0,0,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Singulisphaera,0,0,0,0,0,0,0,0,0,0,0,0.000382458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Skermanella,0,0,0,0,0,0,0,0,0,0.005415914,0.006175952,0.002804691,0.001834603,0.000863061,0.000359454,0.000996016,0.000273673,0.001256568,0.002086677,0,0.00074285,0.000901597,0.000357015,0.001013,0,0,0,
Slackia,0,0,0,0,0,0,0,0,0,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SM1A02,0,0,0,0,0,0,0,0,0,0,0.00025208,0,0.00042337,0.000575374,0.001198179,0.000124502,0.000410509,0,0,0,0,0,0,0,0,0,0,
Smithella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Solibacillus,0,0,0,0,0,0,0,0,0,0.000694348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422083,0,0,0,
Solirubrobacter,0,0,0,0,0.000709266,0.000590435,0,0,0,0.022358006,0.019032014,0.008414074,0.026672312,0.030063291,0.039659717,0.018550797,0.012041598,0.02159013,0.015569823,0.143233607,0.010523709,0.22192169,0.039271689,0.008526085,0.000559955,0.000445553,0,
Soonwooa,0,0,0,0,0,0,0,0,0,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sorangium,0,0,0,0,0,0,0,0,0,0.001805305,0.004789513,0.000509944,0.00254022,0.001869965,0,0,0,0,0,0,0,0,0,0,0,0,9.02201E-05,
Sphaerisporangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642055,0,0,0.001416795,0.000714031,0,0,0,0,
Sphaerotilus,0,0,0,0,0,0,0,0,0,0,0.00025208,0.000254972,0,0,0,0,0,0,0.000321027,0,0.000123808,0,0,0,0,0,0,
Sphingoaurantiacus,0,0,0,0,0,0,0,0,0,0,0.000504159,0.00127486,0,0.001726122,0,0,0,0.002741604,0.000642055,0.00263525,0,0.004765585,0.000535523,0.00075975,0.000319974,8.91107E-05,0.00027066,
Sphingobacterium,0,0,0,0,0,0,0,0,0,0.000416609,0,0.002422234,0,0,0,0,0.000273673,0,0,0,0,0.0001288,0,0.000422083,0,0,0,
Sphingobium,0,0,0,0,0,0,0,0,0,0.00013887,0,0,0,0,0,0,0,0,0,0,0,0.000257599,0,0,0,0,0,
Sphingomonas,0.00174444,0.00062905,0.00343879,0,0.001289574,0.002296136,0,0.001681977,6.35284E-05,0.014997917,0.042475422,0.047679755,0.031047135,0.047756041,0.028995926,0.011080677,0.015188834,0.032785013,0.014285714,0.024492327,0.016714127,0.031040701,0.010888968,0.033344589,0.00487961,0.010425949,0.009292674,
Sphingopyxis,0,0,0,0,0,0,0,0,0,0.00013887,0,0,0,0,0.000359454,0,0,0,0,0,0,0,0,0,0,0,0,
Sphingorhabdus,0,0,0,0,0,0,0,0,0,0.001666435,0.002394757,0.005226925,0,0,0,0,0,0,0.002407705,0,0.0014857,0,0,0,0,0,0,
Spirillospora,0,0,0,0,0,0,0,0,0,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spirosoma,0,0,0,0,0,0,0,0,0,0,0,0,0.000141123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sporacetigenium,0,0,0,0,6.44787E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sporichthya,0,0,0,0,0,0,0,0,0,0,0.00012604,0.00063743,0.000987863,0,0.000718907,0.000249004,0,0.000114233,0.001284109,0.001085103,0.003095209,0.000901597,0.001249554,0.000590917,0.000319974,0.000267332,0,
Sporocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0.000282247,0,0,0,0.000136836,0,0,0.000930088,0.000123808,0.000257599,0,0,0,0,0,
Sporosarcina,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stackebrandtia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456934,0,0,0,0,0,8.44167E-05,0,0,0,
Staphylococcus,0,0,0,0,0,0.000328019,0.000271912,0,6.35284E-05,0,0.000756239,0,0,0.001150748,0.000599089,0,0,0.001713502,0,0,0,0.004636785,0,0.000168833,0,0.000445553,0.000360881,
Stappia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319974,0,0,
Starkeya,0.000249206,0.000943574,0,0,0,0,0.001087646,0.000582223,0.000444699,0.000833218,0.001512478,0.00127486,0,0,0.000359454,0.000249004,0,0,0,0,0,0,0,0,0,0,0,
Stenotrophobacter,0,0,0,0,0,0,0,0,0,0.005971393,0.001764558,0.002294748,0.001411233,0.000863061,0.000599089,0.00186753,0,0.0003427,0.000321027,0,0,0,0,8.44167E-05,0.000399968,0.000623775,0.000631541,
