ID,YN1,YN2,YN3,AN1,AN2,AN3,SN2.1,SN2.2,SN2.3,YR1,YR2,YR3,AR1,AR2,AR3,SR1,SR2,SR3,YCK1,YCK2,YCK3,ACK1,ACK2,ACK3,SCK2.1,SCK2.2,SCK2.3,
Stenotrophomonas,0,0,0,0,0.003481849,0.006822804,0,0,0,0,0.000630199,0.000509944,0,0,0,0.009088645,0.009168035,0.000913868,0,0,0,0,0,8.44167E-05,0.000159987,0.000356443,0.00018044,
Steroidobacter,0.000186904,0.000817764,0,0,0.000386872,0.000984058,0,0,0,0.001944174,0.002772876,0.015808261,0.00550381,0.019275029,0.007788162,0.008590637,0.016146689,0.007310944,0.002247191,0.001550147,0,0.002962391,0.0023206,0.000168833,0,8.91107E-05,0.00027066,
Streptococcus,0,0.000188715,0,0.012553122,0.008640144,0.036672571,0.00063446,0,0,0,0.000504159,0,0.000282247,0.000719217,0.005032351,0.040836653,0.058429119,0.000913868,0,0.000465044,0,0.002318393,0.019457337,0.00075975,0.005919526,0.000891107,0.003518585,
Streptomyces,0.001557535,0.00062905,0.002313368,0,0.00096718,0.011283868,0.001178283,0.001681977,0.000190585,0.014442439,0.013738341,0.009561448,0.010725374,0.02920023,0.02767793,0.012076693,0.010125889,0.011994517,0.006260032,0.006510619,0.007304692,0.020221535,0.008925384,0.010298835,0.000559955,0.000891107,0.000451101,
Subdoligranulum,0,0,0,0.007518797,0.003804243,0,0,0.002070126,0.000952925,0,0.001134358,0.000127486,0.001411233,0,0.015935778,0,0,0.002170436,0.000160514,0,0,0.001030397,0.001428061,0,0.014798816,0.002316878,0.005413208,
Subgroup 10,0,0,0,0,0.000193436,0.000524831,9.06372E-05,0.000129383,0,0.00347174,0.00768843,0.006629271,0.022297488,0.015247411,0.010783609,0.002863546,0.005336617,0.007539411,0.005136437,0.001550147,0.000247617,0.000257599,0.003213138,0.000337667,0,0.000178221,0,
Succinivibrio,0,0.00025162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sulfitobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256568,0,0,0,0,0,0,0,0,0,
Sulfuriferula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267332,9.02201E-05,
Sulfurifustis,0,0,0,0,0,0,0,0,0,0.000277739,0.001134358,0,0,0.000287687,0.000479272,0,0,0,0,0.000155015,0,0.000257599,0,0,0,0,0,
Sulfuritalea,0,0,0,0,0,0,0,0,0,0.001944174,0.002268717,0.004462009,0,0,0,0,0,0,0.003049759,0,0.000866658,0,0,0,0.00087993,0.001960435,0.001804403,
Sulfurovum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055860178,0,0,0,0,0,0,0,0,0,
Sumerlaea,0,0,0,0,0,0,0,0,0,0,0.00012604,0.000382458,0,0.000575374,0,0,0,0,0,0.000155015,0.000123808,0.000772798,0.000535523,0.000168833,0,0,0,
Sutterella,0,0,0,0,0,0,0,0.007957045,0.002096436,0.000416609,0.000630199,0.001147374,0,0.000287687,0.000599089,0,0,0,0.000481541,0.000930088,0,0.000772798,0.000178508,0,0.020318375,0.037872037,0.035456514,
Suttonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
Sva0081 sediment group,0,0,0,0,0,0,0.000271912,0.000194074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sva0996 marine group,0,0,0,0,0,0,0.000725097,0.000194074,0,0,0.00012604,0,0,0,0,0,0,0,0.000160514,0,0,0,0,0,0,0,0,
SWB02,0,0,0.00018757,0,0,0.000262416,0,0,0,0.000277739,0.000756239,0.002804691,0.00254022,0,0.000958543,0.000373506,0.000136836,0.000456934,0.000481541,0,0.000123808,0,0,0,0.001359891,0.002138656,0.002075063,
Symplocastrum CPER-KK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310029,0,0.001159196,0,8.44167E-05,0.004959603,0.007663518,0.011277517,
Synergistes,0,0,0,0,0,0,0.000181274,0,0,0,0.00025208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Syntrophobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Syntrophorhabdus,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Syntrophus,0,0,0,0,0,0,0,0,0,0,0,0.000509944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SZB85,0,0,0,0,0,0,0,0,0,0,0.00025208,0.000127486,0,0.00043153,0.000718907,0.000996016,0.000273673,0,0.000481541,0.000465044,0.000371425,0.002447192,0,0,0,0,0,
Tabrizicola,0,0,0,0,0,0,0,0,0,0.002221914,0.002016637,0.004334523,0,0,0,0,0,0,0.001926164,0,0.000495233,0,0,0,0,0,0,
Tagaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
Tahibacter,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0.000124502,0,0,0,0,0,0,0,0,0,0,0,
Taibaiella,0,0.001258099,0,0,0,0,0,0,0,0.000277739,0.000630199,0.001147374,0,0,0,0.000249004,0,0,0.000160514,0,0,0,0,0,0,0,0,
Tateyamaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003084304,0,0,0,0,0,0,0,0,0,
Tenggerimyces,0,0,6.25234E-05,0,0,0,0,0,0,0.000694348,0,0,0.000282247,0.000719217,0.000958543,0.000124502,0.000410509,0,0.000321027,0.000310029,0,0,0.000357015,0,0,0,0,
Tepidimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155015,0,0,0,0,0,0,0,
Tepidisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535523,0,0,0,0,
Terrabacter,0,0,0,0,0,0,0,0,0,0,0,0.000254972,0,0,0,0,0,0,0,0,0,0.0001288,0,0,0,0,0,
Terrimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273673,0,0,0,0,0,0,0,0,0,0,
Terrimonas,0,0.000188715,0,0,0,0.000196812,0,0,0,0.005832523,0.002142677,0.007904131,0.00677392,0.003596087,0.003235083,0.001618526,0.0030104,0.00228467,0.001926164,0.000155015,0.000866658,0,0,0,0.000399968,0.000712885,0.001172862,
Terrisporobacter,0,0,0,0,0,0,0,0,0,0,0,0,0.00042337,0.000143843,0.001557632,0,0,0,0,0,0,0,0,0,0.003839693,0.000267332,0,
Tessaracoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228467,0,0,0,0,0,0,0,0,0,
Tetrasphaera,0,0,0,0,0,0,0,0,0,0.003194001,0.003277036,0.003442121,0,0,0,0,0,0,0.003049759,0,0.001114275,0,0,0,0.000239981,0,0,
Thalassospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010395248,0,0,0,0,0,0,0,0,0,
Thauera,0,0,0,0,0,0,0,0,0,0,0,0.000254972,0,0,0,0,0,0,0.000321027,0,0,0,0,0.00126625,0.000639949,0.000623775,0.000631541,
Thermoleophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535523,0,0,0,0,
Thermomonas,0,0,0,0,0,0,0,0,0,0.000972087,0.000504159,0.001019888,0,0,0,0,0,0,0.000963082,0,0.000619042,0,0,0,0.000319974,0.000178221,9.02201E-05,
Thermomonospora,0,0,0,0,0,0,0,0,0,0,0.00012604,0.000254972,0.00042337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thioalkalivibrio,0,0,0,0,0,0,0,0,0,0,0.001008319,0.001019888,0,0,0,0,0,0,0.001123596,0,0,0,0,0,0,0,0,
Thiobacillus,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267332,0.00018044,
Thiothrix,0,0,0,0,0,0,0,0,0,0.000694348,0.000756239,0.001657318,0,0,0,0,0,0,0.001123596,0,0.000371425,0,0,0,0,0,0,
TM7a,0.001183727,0,0,0,0,0,0,0,6.35284E-05,0.000694348,0,0.00063743,0,0,0,0.000747012,0,0.000685401,0.000481541,0.000310029,0,0.001159196,0,0.000168833,0.000799936,0.001158439,0.001623962,
TPD-58,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Treponema,0,0,0.000312617,0,0,0,0.000453186,0,0,0,0,0,0.00042337,0,0,0,0,0,0,0,0,0,0,8.44167E-05,0,0,0,
Trichococcus,0,0,0,0,0,0,0,0,0,0.001388696,0.002520797,0.000892402,0,0,0,0,0,0,0.001123596,0,0.000371425,0,0,0,0.000479962,0,0,
Trichocoleus SAG 26.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159987,0,0.000541321,
Truepera,0,0,0,0,0,0,0,0,0,0.001388696,0.000504159,0.001019888,0,0.000143843,0,0,0,0,0.000963082,0.00821578,0.002104742,0.00321999,0,0.001688334,0.001759859,0.001425771,0.003879466,
Tsukamurella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159987,0,0,
Tumebacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357015,0,0,0,0,
Tunicatimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772798,0,0,0,0,0,
Turicibacter,0,0,0,0.00078457,0,0.000459227,0,0,0,0,0,0.000254972,0.000141123,0,0,0,0.001778872,0,0,0.000620059,0.000619042,0.000257599,0,0.000675333,0.001039917,0.000356443,0.00018044,
Tuzzerella,0,0,0,0,0,0,0,0,0,0,0,0,0.000282247,0,0,0,0.000821018,0.001256568,0,0,0,0,0,0,0,0,0,
TX1A-55,0,0,0,0,0,0,0,0,0,0,0.00012604,0.000254972,0,0,0,0,0,0,0.000321027,0,0,0,0,0,0,0,0,
Tychonema CCAP 1459-11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515198,0,0,0.000239981,0.002049546,0.000721761,
Tyzzerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559955,0.000445553,0.000721761,
UBA1819,0,0,0,0.000326904,0,0.000787247,0,0,0,0,0,0,0.000141123,0,0.000599089,0.000249004,0.002189381,0,0,0,0,0,0,0,0.000319974,0.000178221,0,
UC5-1-2E3,0,0.001069384,0.002438414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003427,0,0,0,0,0,0,0,0,0,
UCG-002,0,0,0,0.005949657,0.005029338,0,0.000543823,0,0.000190585,0,0.001008319,0.000127486,0,0,0.000718907,0,0,0,0,0.001395133,0,0.001931994,0,0,0.003439725,0.003564427,0.004150126,
UCG-003,0,0,0,0.000196143,0,0,0,0.001229137,0.000952925,0,0,0,0,0.000575374,0,0,0,0,0,0,0,0,0,0,0.000479962,0.000445553,0.000360881,
UCG-005,0.001059124,0.003145248,0.003126172,0.000196143,0,0,0.003262938,0.002070126,0.000889397,0.002221914,0.00012604,0.000509944,0,0.000575374,0,0,0.000273673,0.009138679,0,0.002790265,0.000495233,0.0001288,0,0.000844167,0.000479962,0.000356443,0.000721761,
UCG-007,0,0,0,0,0,0,0,0.000194074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UCG-008,0,0,0,0,0,0,0,0,0,0,0.000378119,0,0,0,0,0,0,0,0,0.000310029,0,0,0,0,0,0,0,
UCG-009,0,0,0,0,0,0,0.001087646,0,0.000317642,0.000694348,0,0.000382458,0,0,0,0.000498008,0.002599891,0,0,0.001395133,0.00074285,0,0,0.000168833,0,0,0.00018044,
UKL13-1,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Umezawaea,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0.000718907,0,0,0,0,0,0,0,0,0,0,0,0,
Undibacterium,0,0,0,0,0,0,0,0,0,0,0.00012604,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ursidibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010623715,0,0,0,0,0,0,0,0,0,
UTBCD1,0,0,0,0,6.44787E-05,0,0,0,0,0.005277045,0.004789513,0.00127486,0.0042337,0.002445339,0.001437815,0.004606574,0.0015052,0.000799634,0.033065811,0,0.044942429,0.001159196,0.01535166,0.014350836,0.009599232,0.011495277,0.010375316,
UTCFX1,0,0,0,0,0,0,0,0,0,0.001805305,0.003277036,0.001019888,0.006632797,0.001438435,0.000958543,0.002739044,0.002463054,0.0003427,0.000642055,0,0,0.0001288,0.000357015,0.000844167,0.000319974,0,0,
V9D2013 group,0,0,0,0,0,0,0,0.000323457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vagococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319974,0,0,
Vallitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91107E-05,0,
Vampirovibrio,0,0,0,0,0,0,0,0,0,0,0,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Variovorax,0.002055947,0.001195194,0.002250844,0,0.001289574,0.007806862,0,0.0022642,0.000127057,0.001527566,0.00012604,0.002294748,0.003245837,0.003020713,0.003474718,0.001743028,0.0030104,0.001485035,0,0,0,0,0,0,0,0,0,
Veillonella,0,0,0,0,0,0.039099915,0,0,0,0,0,0,0,0,0.000718907,0,0.000547345,0,0,0,0,0,0.001071046,0.000675333,0.000479962,0.001069328,0.001443522,
Verruc-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114233,0,0,0,0,0,0,0,0,0,
Verrucomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001785077,0,0,0,0,
Vibrio,0,0,0,0,0,0,0.000906372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99936E-05,0.000534664,0,
Vicinamibacter,0,0,0.000375141,0,0,6.56039E-05,0,0,0,0.001666435,0.001134358,0.001529832,0.001834603,0.002733026,0.000958543,0.001494024,0.0030104,0.002513137,0.000642055,0.000620059,0,0.0001288,0.004105677,0,0,0,0,
Virgisporangium,0,0,0,0,0,0.000328019,0,0.001099754,0,0.001944174,0,0,0.002399097,0.000863061,0,0.00311255,0,0.001142335,0.000321027,0.000465044,0.000123808,0.000643998,0.000357015,0,0,0,0,
Vogesella,0,0,0,0,0,0,0,0,0,0,0,0.000382458,0,0,0,0,0,0,0,0,0,0,0,0,0.000559955,0.002049546,0.001172862,
Vulgatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155015,0.000123808,0.003348789,0,8.44167E-05,0.001439885,0.000801996,0.000360881,
wb1-P19,0,0,0,0,0,0,0,0,0,0.000277739,0,0.000892402,0,0.003452244,0.002516175,0.000249004,0.001778872,0.00456934,0.000481541,0.000620059,0,0.000901597,0.002499107,0,0,0,0,
WCHB1-32,0,0,0,0,0,0,0,0,0,0,0.00012604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Weissella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008910212,0,0,0,0,0.001428061,0,0,0,9.02201E-05,
Williamwhitmania,0,0,0,0,0,0,0,0,0,0,0,0.000382458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Woeseia,0,0,0,0,0,0,0.002356567,0.00407556,0.001207039,0.000972087,0.000630199,0.001784804,0,0,0,0,0,0,0.000321027,0,0,0,0,0,0,0,9.02201E-05,
Wohlfahrtiimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114233,0,0,0,0,0,0,0,0,0,
Wolbachia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XBB1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Xylophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001030397,0,0,0,0,0,
YC-ZSS-LKJ147,0,0,0.000312617,0,6.44787E-05,0,0,0,0,0.002221914,0,0.000509944,0.00169348,0.000143843,0.003714354,0.000124502,0.000273673,0,0.000321027,0,0.000495233,0,0,0.000168833,0,0,0,
Yersinia,0,0,0,0,0,0,0,0,0,0,0,0.000509944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yimella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571167,0,0,0,0,0,0,0,0,0,
Yoonia-Loktanella,0,0,0,0,0,0,0,0.00045284,0,0.00013887,0.00025208,0.000127486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zavarzinella,0,0,0,0,0,0,0,0,0,0.00013887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zoogloea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321027,0,0,0,0,0,0,0,0,
ZOR0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
